kode,nama,kab,alamat,TELEPON,pemilik,kelas
3401051,RS Umum Rizki Amalia,Kulon Progo,"Jl Wates-Purworejo Km.10, Kalidengen, Temon, KP",0274-6472569,SWASTA/LAINNYA,D
3404015,RSUP Dr. Sardjito,Sleman,Jl Kesehatan No.1 Sekip Yogyakarta ,0274-5873331,Kemkes ,A
3504057,RS Ibu dan Anak Fauziah ,Tulungagung,Jl. Dr. Sutomo 47 Tulungagung,(0355)326515,SWASTA/LAINNYA,C
3526045,RS Ibu dan Anak Glamour Husada Kebun,Bangkalan,Dusun Labang Laok RT 001 RW 001 Desa Kebun Kec. Kamal,081994110652,SWASTA/LAINNYA,C
3508058,RS Umum Daerah Pasirian Kabupaten Lumajang,Lumajang,Jl. Raya Pasirian No. 225A. Kec. Pasirian,(0334) 5761044,Pemkab,C
3509135,RS Bina Sehat Jember,Jember,Jl. Jayanegara 7 Kaliwates Jember,0331422701,SWASTA/LAINNYA,C
3578791,RS Ibu dan Anak Graha Medika,Kota Surabaya,"Graha Sampurna Indah E-3,6,8,10,12,14,16,18,20,22 Surabaya",031-7523434,Perusahaan,C
3578731,RS Gigi dan Mulut Nala Husada,Kota Surabaya,JL ARIEF RAHMAN HAKIM NO 150 SURABAYA,031-59173300,Organisasi Sosial,B
3525088,RS Muhammadiyah Gresik,Gresik,"JL.KH.KHOLIL 88 , KELURAHAN KROMAN  ,KECAMATAN GRESIK, KABUPATEN GRESIK,PROVINSI JAWA TIMUR KODE POS  61115",0313981275,Organisasi Islam ,C
3525043,RS Umum Nyai Ageng Pinatih Gresik,Gresik,Jl. KH Abdul Karim 76-78 Gresik,(031)3981167,SWASTA/LAINNYA,C
3517091,RS Umum dr. Moedjito Dwidjosiswojo,Jombang,Jl. Hayam Wuruk No. 9,0321-864308,Perusahaan,D
3515145,RS Mitra Keluarga Pondok Tjandra,Sidoarjo,Jl. Raya Taman Asri Kav DD No 1 - 8,031 99691999,SWASTA/LAINNYA,C
3571042,RS Baptis Kediri,Kota Kediri,Jl. Brigjen Pol IBH Pranoto No. 1-7 Kota Kediri,"684172, 682170",Organisasi Protestan,B
3526030,RS Ibu dan Anak Aisyiyah,Bangkalan,"Jl. Letnan Ramli No. 21, Rw. 02, Desa/Kelurahan Kraton, Kec.
Bangkalan, Kab. Bangkalan, Provinsi Jawa Timur",82302229161,Organisasi Sosial,C
3515140,RS Arafah Anwar Medika Sukodono,Sidoarjo,Jl. Sawo No. 2 Dungus Sukodono,031 8830989 /03,Perusahaan,D
3505013,RS Umum Daerah Ngudi Waluyo Wlingi,Blitar,Jl. Dr. Sucipto No. 5 Wlingi Kabupaten Blitar,0342-691006,Pemkab,B
3501017,RSU Agung Mulia,Pacitan,Jl. Sasuit Tubun NO.25-Lingk. Bleber Kel. Sidoharjo Kec. Pacitan Kab. Pacitan,0357-884466,SWASTA/LAINNYA,D
3522060,RS Umum Muhammadiyah Kalitidu,Bojonegoro,Jl.Raya Kalitidu Cepu No. 266,0353511731,SWASTA/LAINNYA,D
3507204,RS Umum Islam Gondang Legi,Malang,"Jl. Hayam Wuruk 66, Gondang Legi Wetan, Kab. Malang",879047 - 879879,SWASTA/LAINNYA,C
3578781,RS Umum Royal Surabaya ,Kota Surabaya,JL. Rungkut Industri I/1 Surabaya,031-8476111,SWASTA/LAINNYA,B
3509112,RS Gigi dan Mulut Universitas Jember,Jember,"Jl. Kalimantan No. 37 Jember, Kecamatan Sumbersari, Kabupaten Jember,  68121",(0331) 325401,Kementerian Lain,C
3505024,RS Umum Aulia Blitar,Blitar,"Jl. Raya Utara No. 3 Kembangarum, Sutojayan, Kab. Blitar",(0342) 444168,SWASTA/LAINNYA,D
3507261,RS Umum Cahaya Medika,Malang,"Jl. Kelud No. 5 RT. 12 RW. 05 Desa Sukorejo, Kec. Pagelaran",081332171487,SWASTA/LAINNYA,D
3508054,RS Bhayangkara Lumajang ,Lumajang,"Jl. Kyai Ilyas Nomor 7, kabupaten Lumajang",0334 881646,POLRI,C
3513027,RS Rizani,Probolinggo,Jl. Raya Surabaya - Situbondo KM 135 desa Sumberejo Kec. Paiton Kab. Probolinggo ,(0335) 773444,Perusahaan,C
3577026,RS Umum Santa Clara,Kota Madiun,"Jl. Biliton No. 15  Kel.Madiun Lor, Kec.Mangunharjo, Kota Madiun",0351-453499,SWASTA/LAINNYA,C
3515015,RS Umum Daerah R. T. Notopuro Sidoarjo,Sidoarjo,Jl. Mojopahit No. 667 Sidoarjo,031-8961649,Pemkab,A
3518046,RS Islam Aisyiyah Nganjuk,Nganjuk,"Jl. Imam Bonjol No. 20 Kelurahan Payaman, Kecamatan Nganjuk, Kabupaten Nganjuk, Provinsi Jawa Timur",(0358) 324024,Organisasi Islam ,D
3578144,RS Marinir Ewa Pangalila Gunungsari,Kota Surabaya,Jl. Golf 1  No. 1 Surabaya,5678094,TNI AL,C
3507117,RS Umum Pindad,Malang,Jl. Semeru No.1 RT. 04 RW. 20 Kel. Turen Kec. Turen,0341827295,SWASTA/LAINNYA,C
3519023,RS Umum Daerah Caruban,Madiun, Jl. A. Yani KM 2 Caruban Madiun,0351-383956,Pemkab,C
3578560,RS Husada Utama Surabaya,Kota Surabaya,Jl. Prof. Dr. Moestopo 31-33-35 Surabaya,031-5017975,SWASTA/LAINNYA,B
3523041,RS Medika Mulia Tuban,Tuban,Jl. Mojopahit 699 Tuban,0356 324618,Organisasi Sosial,C
3502123,RS Umum Darmayu Ponorogo,Ponorogo,Jl. Dr. Sutomo No. 44-50 Ponorogo,(0352) 481320,SWASTA/LAINNYA,C
3515132,RS Umum Rahman Rahim,Sidoarjo, Jl. Raya Saimbang No. 277 RT. 10 RW. 03 Desa Kebonagung Kecamatan Sukodono,031 - 8830010,SWASTA/LAINNYA,D
3507248,RS Bedah Hasta Husada,Malang,"Jl. Bromo 98-100 RT 011 RW 005, Kel. Kepanjen, Kec. Kepanjen, Kab. Malang",0341 - 399499,SWASTA/LAINNYA,C
3571016,RS Umum Daerah Gambiran,Kota Kediri,JL. KAPTEN PIERRE TENDEAN NO. 16 KOTA KEDIRI,0354-2810000,Pemkot,B
3504073,RS Putra Waspada Tulungagung,Tulungagung,"Jl. Jayeng Kusuma No 66 RT.002, RW.006, Kel. Ngujang, Kec. Kedungwaru, Kab. Tulungagung",0355-335550,SWASTA/LAINNYA,C
3573022,RS Tk. II Dr. Soepraoen,Kota Malang,Jl. Soedanco Supriyadi No. 22 Kota Malang,0341-325111,TNI AD,B
3502146,RS Umum Muslimat Ponorogo,Ponorogo,"Jl. Jend. A. Yani 155, Ponorogo",0352 - 481986,SWASTA/LAINNYA,C
3508016,RS Daerah Dr. Haryoto Kabupaten Lumajang,Lumajang,"  Jl. Basuki Rahmat No.5, Lumajang",0334-881666,Pemkab,B
3505045,RS Umum Daerah Srengat Kab. Blitar,Blitar,"JL. RAYA DANDONG RT 002 RW 003 KEL. DANDONG, KEC. SRENGAT,KAB. BLITAR",(0342)565155,Pemkab,C
3576014,RSUD dr. Wahidin Sudiro Husodo Kota Mojokerto,Kota Mojokerto,"  Jl. Raya Surodinawan 170 Kel. Surodinawan, Kec. Prajurit Kulon, Kota Mojokerto",0321-322194,Pemkot,B
3579005,RS Ibu dan Anak Haji,Kota Batu,"Jl. KH. Agus Salim No. 35 RT. 01 RW. 01 Kel. Sisir, Kec. Batu",591480,SWASTA/LAINNYA,C
3517094,RS Umum Nadhlatul Ulama Jombang,Jombang,Jl Hasyim Ashari No 211 Jombang,0321-878700,SWASTA/LAINNYA,D
3511011,RS Umum dr. H.Koesnadi Bondowoso,Bondowoso, Jl. Piere Tendean No. 3 Bondowoso,0332-421263,Pemkab,B
3504068,RS Umum Bhayangkara Tulungagung,Tulungagung,"Jl. I Gusti Ngurah Rai 25 - 27, Tulungagung",0355 - 331649,POLRI,C
3573257,RS Umum Persada Hospital,Kota Malang,Kompleks Araya Business Center Kav.II-IV Jl. Panji Suroso Malang,0341-2996333,SWASTA/LAINNYA,B
3578053,RS Darmo,Kota Surabaya,"Jl. Raya Darmo 90,Surabaya",031-5676253,Organisasi Sosial,C
3579003,RS Bhayangkara Hasta Brata Batu ,Kota Batu," Jl Kartini No 1 Kel. Ngaglik Kec. Batu, Kota Batu",0341-591067,POLRI,C
3517010,RS Umum Daerah Kab. Jombang,Jombang,"Jl. KH. Wahid Hasyim No.52, Jombang",0321-863502,Pemkab,B
3527014,RS Umum Daerah Ketapang,Sampang," Jl. Raya Ketapang Sampang No 7, Desa/Kelurahan Ketapang Barat, 
Kec. Ketapang, Kab. Sampang, Provinsi Jawa Timur,
Kode Pos: 69261",081217427804,Pemkab,D
3516039,RS Umum Dian Husada,Mojokerto,Jl. Raya Gemekan No. 77 Desa Gemekan Kec. Sooko Kab. Mojokerto,0321-327771,SWASTA/LAINNYA,D
3521013,RS Umum Daerah Dr. Soeroto Ngawi,Ngawi,    Jl. Dr. Wahidin no. 27,0351-749023,Pemkab,C
3573262,RS Universitas Brawijaya,Kota Malang,Jl. Soekarno Hatta Malang,341403000,Kementerian Lain,C
3504071,RS Umum Muhammadiyah Bandung,Tulungagung,"Jl. Panglima Sudirman No. 42, RT/RW 001/001 Dusun Bakah, Desa Mergayu, Kecamatan Bandung, Kabupaten Tulungagung, Propinsi Jawatimur",(0355) 532760,Organisasi Islam ,D
3525098,RS Umum Islam Cahaya Giri Gresik,Gresik,"Jl Raya Bringkang no 90-94 , Desa/Kelurahan Bringkang, Kec. Menganti, Kab. Gresik, Provinsi Jawa Timur, Kode Pos: 61174",031-7915321,SWASTA/LAINNYA,D
3578753,RS Onkologi,Kota Surabaya,"Jl. Arief Rahman Hakim No. 184 (Araya Galaxi Bumi Permai Blok A2 no. 5,6,7)",031-5914855,SWASTA/LAINNYA,C
3514059,RS Prima Husada,Pasuruan,Jl. Raya Surabaya Malang KM 54 Lemahbang Kecamatan Sukorejo,03436745000,SWASTA/LAINNYA,C
3509151,RS Umum Universitas Muhammadiyah Jember,Jember,"Jl. Wolter Monginsidi Nomor 91, Lingkungan Sumber Salak, RT 001, RW 005, Kel. Kranjingan, Kec. Sumbersari , Kab.Jember, Prov. Jawa Timur",0331 5442 222 ,SWASTA/LAINNYA,C
3524074,RS An-Noor Medika Lamongan,Lamongan,"Jl. Andansari No 1 Sukorejo, 
Kec. Lamongan, Kab. Lamongan, Provinsi Jawa timur",082228456930,Perusahaan,D
3516075,RS Mawaddah Medika,Mojokerto,"Jl. Raya Ngijingan RT 001 RW 001, Desa Purwojati Kec. Ngoro, Kab. Mojokerto",0321 - 596666,Perusahaan,C
3525087,RS Denisa,Gresik,Jl. Dr. Wahidin Sudirohusodo No.736,031-3950552,SWASTA/LAINNYA,D
3571111,RS Ibu dan Anak Nirmala Kediri,Kota Kediri,Jl. Jaksa Agung Suprapto No. 5 Kediri,354772963,SWASTA/LAINNYA,C
3573253,RS Ibu dan Anak Melati Husada,Kota Malang,Jl. Kawi No. 32-34,0341-325249,SWASTA/LAINNYA,C
3506025,RS Toeloengredjo,Kediri,"Jl. A Yani No. 25 Desa Tulungrejo, Kec. Pare, Kab. Kediri",(0354) 391047 /,SWASTA/LAINNYA,C
3574069,RS Ibu dan Anak Muhammadiyah Kota Probolinggo,Kota Probolinggo,Jl. Panglima Sudirman No. 65,(0335) 4430555,SWASTA/LAINNYA,C
3507107,RS Ben Mari,Malang,"JL.Raya Kendalpayak No.17, RT. 004, RW 007, Desa Kendalpayak, Kec. Pakisaji, Kab, Malang  ",(0341) 837666 /,SWASTA/LAINNYA,D
3575016,RS Asih Abyakta,Pasuruan,"Jl Raya Surabaya Malang Km.42 No,88 Kepulungan Gempol Kabupaten Pasuruan",0343-6741933,SWASTA/LAINNYA,D
3573226,RS Islam Malang,Kota Malang,Jl. MT. Haryono No. 139 Malang Kel. Dinoyo Kec. Lowokwaru,(0341) 551356,SWASTA/LAINNYA,C
3515131,RS Umum Citra Medika,Sidoarjo,Jl.Raya Surabaya Mojokerto KM.44 Kramat Temenggung Tarik Sidoarjo,(0321) 361000,SWASTA/LAINNYA,C
3509134,RS Daerah Balung Jember,Jember,"Jalan Rambipuji, No 19, Desa Balung Lor, Kecamatan Balung, Kabupaten Jember, Provinsi Jawa Timur",0336-621595,Pemkab,C
3525101,RS Umum Daerah Umar Mas'ud Bawean,Gresik,Jl. Pendidikan No. 2 Desa Sawahmulya Kecamatan Sangkapura Kabupaten Gresik Provinsi Jawa Timur Indonesia,325421119,Pemkab,D
3527025,RS Sukma Wijaya,Sampang,Jl. H. Agus Salim No. 19,081216145351_,SWASTA/LAINNYA,D
3520013,RS Umum Bhakti Persada,Magetan,Jl. Pasar Legi No. 145 Kel. Mangge Kec. Barat Magetan,0351 - 869384,SWASTA/LAINNYA,D
3508055,RS Djatiroto,Lumajang,"Jl. PB. Sudirman 81  RT 03 RW 01, Dsn. Krajan Desa Kaliboto Lor Kec. Jatiroto, Kab. Lumajang",0334 321004,BUMN,C
3520041,RS Angkatan Udara dr. Efram Harsana,Magetan,"Jl. Marsma TNI Anumerta R.Iswahjudi, Kelurahan Maospati, Kecamatan Maospati, Kab. Magetan",0351-869705,TNI AU,C
3503062,RS Umum Daerah Panggul,Trenggalek,"Jl. Raya Panggul No. 21 Desa Wonocoyo, Kecamatan Panggul Kabupaten Trenggalek, Kode Pos 66364, Provinsi Jawa Timur
",082142219224,Pemkab,D
3515030,RS Umum  Pusdik Polri Porong ,Sidoarjo,JL. RAYA PORONG NO. 1 SIDOARJO,0343-856444,POLRI,C
3578779,RS Ibu dan Anak Lombok Dua Dua,Kota Surabaya,Jl. Flores No. 12 Surabaya,031- 5022044,Perusahaan,C
3525105,RS Eka Husada,Gresik,Jl. Raya Menganti Desa Sidojangkung Menganti,031 99008514 03,Perusahaan,C
3578813,RS Ibu dan Anak Idaf Husada,Kota Surabaya,"Jl. KO Wisata Bukit Mas II Blok RF no. 11, Blok F no. 10 - 11,  Lidah Wetan, Lakarsantri",(031)99423409,SWASTA/LAINNYA,C
3577086,RS Umum Griya Husada Madiun,Kota Madiun,"Jl. Mayjen DI Panjaitan No. 22
Kel. Banjarejo, Kec. Taman
Kota Madiun - Jawa Timur",(0351) 472801,SWASTA/LAINNYA,C
3578192,RS Jiwa Menur,Kota Surabaya,"Jl. Raya Menur No.120, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282",031-5021635,Pemprop,A
3578582,RS Umum  Mitra Keluarga Surabaya,Kota Surabaya,Jl. Satelit Indah II darmo satelit,031-7345333,SWASTA/LAINNYA,B
3524016,RS Umum Daerah Dr. Soegiri Lamongan,Lamongan,Jl. Kusuma Bangsa No. 7 Lamongan,0322-321718,Pemkab,B
3524052,RS Umum Daerah Karangkembang,Lamongan,"Jl. Raya-Jombang Km. 2 Kelurahan Babat, Kecamatan Babat, Kabupaten Lamongan, Provinsi Jawa Timur",0322-4651378,Pemkab,D
3506058,RS Umum Arga Husada,Kediri,Ds. Branggahan Kec. Ngadiluwih,0354-476376,Organisasi Sosial,D
3573252,RS Ibu dan Anak Mutiara Bunda,Kota Malang,Jl. Ciujung No. 19 Malang,0341 - 400403,SWASTA/LAINNYA,C
3502145,RS Griya Waluya,Ponorogo,Jl. Sultan Agung Nomor 68 Ponorogo,0352 481483,SWASTA/LAINNYA,D
3515134,RS Ibu dan Anak Buah Delima,Sidoarjo,jl.Sunandar priyo sudarmo 154 sidoarjo,031-8056911,Organisasi Sosial,C
3508071,RS NU Permata,Lumajang,"Jl. Musi No. 9-9B Desa Sumberejo, Kecamatan Sukodono, Kab. Lumajang, Jawa Timur",08113780316,Organisasi Islam ,D
3571146,RS Umum Lirboyo,Kota Kediri,"Jl. Dr.Saharjo, Campurejo, Mojoroto, Kota Kediri",0354 - 778165,SWASTA/LAINNYA,D
3571031,RS Umum Bhayangkara Kediri,Kota Kediri,Jl. Kombes Pol Duryat 17 Kediri,(0354) 671100,POLRI,B
3573055,RS Umum Panti Waluya Sawahan Malang,Kota Malang,Jl. Nusakambangan No.56 Kota Malang,0341-362017,SWASTA/LAINNYA,B
3509010,RS Umum Daerah Dr. Soebandi Jember,Jember,"Jl. Dr. Soebandi No.124, Jember",0331-487441,Pemkab,B
3573254,RS Ibu dan Anak Galeri Candra Malang,Kota Malang,JL. ANDONG NO. 3 MALANG,0341-478571,SWASTA/LAINNYA,C
3576040,RS Reksa Waluya,Kota Mojokerto,"Jl. Mojopahit 422, Kel. Miji, Kec. Prajurit Kulon, Kota Mojokerto",0321.322170,Organisasi Sosial,C
3514053,RS Mitra Sehat Medika ,Pasuruan,Jl Raya By Pass No. 06,(0343)  636064,SWASTA/LAINNYA,D
3512034,RS Elizabeth,Situbondo,Jl. WR Supratman Nomor 2A Situbondo,0338-671174,SWASTA/LAINNYA,C
3525097,RS Surya Medika,Gresik,Jl. Laban Kulon 58 Menganti,317914025,SWASTA/LAINNYA,D
3520016,RS Ibu dan Anak Melati Magetan,Magetan,Jl. Ahmad Yani No. 90 Magetan,0351 895451,SWASTA/LAINNYA,C
3504070,RS Umum Islam  Madinah,Tulungagung,"Jl. Jatiwayang  Lk 02 Ngunut, Tulungagung",0355 - 396055,SWASTA/LAINNYA,D
3578086,RS Primasatya Husada Citra (PHC) Surabaya,Kota Surabaya,Jl. Prapat Kurung Selatan no 1 Tanjung Perak Surabaya,031-3294801-3,SWASTA/LAINNYA,B
3525093,RS Fathma Medika,Gresik,"JL. PENDOPO NO. 45, SEMBAYAT, MANYAR",031-3943500,Perusahaan,C
3517043,RS Ibu dan Anak Muslimat Jombang,Jombang,Jl. Urip Sumohardjo No 34 Jombang,0321-872200,SWASTA/LAINNYA,C
3510108,RS Al-Rohmah Banyuwangi,Banyuwangi,"Jl. A. Yani No. 37 Jajag Gambiran, Banyuwangi",0333-397267,SWASTA/LAINNYA,D
3522025,RS Umum Aisyiyah Bojonegoro,Bojonegoro,Jl. Hasyim Asyari 17 Bojonegoro,0353881748,SWASTA/LAINNYA,C
3578246,RS Muji Rahayu,Kota Surabaya,JL.RAYA MANUKAN WETAN 68-68 A Surabaya,(031) 7404132,SWASTA/LAINNYA,D
3525096,RS Petrokimia Gresik Driyorejo,Gresik,"Jl. Legundi Km. 0,5 Krikilan Driyorejo Gresik",031 8981778,SWASTA/LAINNYA,C
3507099,RS Prasetya Husada,Malang,"Jl. Raya Ngijo No.25, RT 05 RW 05 Desa Ngijo Kec. Ngijo,  Kab. Malang",0341 - 460558,SWASTA/LAINNYA,C
3527012,RS Umum Daerah dr. Mohammad Zyn Kab. Sampang,Sampang,"Jl. Rajawali No. 10, Sampang",0323-323956,Pemkab,B
3517093,RS Al-Aziz,Jombang,"Jl Raya Tembelang, Kec. Tembelang Kab. Jombang",0321-853757,Organisasi Islam ,D
3572010,RS Umum Daerah Mardi Waluyo,Kota Blitar," Jl. Kalimantan 113, Kota Blitar",0342-802118,Pemkot,B
3507108,RS Umum Universitas Muhammadiyah Malang,Malang,JL. RAYA TLOGOMAS NO 45 MALANG,0341-561666/561,SWASTA/LAINNYA,C
3515158,RS Ibu dan Anak Pondok Jati,Sidoarjo,"Perum Pondok Jati Blok AK No 11-13, Pagerwojo, Buduran, Sidoarjo - Jawa Timur", 081231326399,SWASTA/LAINNYA,C
3515130,RS Umum Prima Husada,Sidoarjo,"Jl. Letjen Suprapto No. 03, Kepuh Kiriman Waru",031-8672303,SWASTA/LAINNYA,D
3507015,RS Bala Keselamatan Bokor,Malang,"Jl. A.Yani  No.91 Turen , Kab.Malang",0341-824453,SWASTA/LAINNYA,D
3527013,RS Nindhita,Sampang,Jl. Syamsul Arifin 87 Sampang,081331617110,Perorangan,D
3507241,RS Umum Islam Madinah Kasembon,Malang,"Jl. Raya Sukosari No.32, Sukosari, Kasembon, Kabupaten  Malang",0354 326688,SWASTA/LAINNYA,D
3506063,RS Umum  Wilujeng,Kediri,"Jl. Joyoboyo No.4 Padangan Kec Kayen Kidul, Kab. Kediri",( 0354 ) 528559,SWASTA/LAINNYA,D
3512039,RS Ibu dan Anak Jatimed,Situbondo,Jl. Panglima Sudirman No. 5 Besuki Situbondo,0338-8957602,SWASTA/LAINNYA,C
3578810,RS Ubaya,Kota Surabaya,"Jl. Panjang Jiwo Permai No. 89, Kecamatan Tenggilis Mejoyo",(031)99211515,Perusahaan,B
3515121,RS Umum Anwar Medika ,Sidoarjo,Jl. Raya By Pass Krian KM 33  Balong Bendo Sidoarjo,8972052,Organisasi Sosial,C
3578795,RS Ibu dan Anak Ferina,Kota Surabaya,Jl. Irian Barat No. 7-11 Surabaya,(031) 5057557 ,Perusahaan,C
3510021,RS Umum Bhakti Husada,Banyuwangi,"Jl. Krikilan-Glenmore Dusun Krajan, Tegalharjo",0333821224,SWASTA/LAINNYA,C
3578782,RS Surabaya Medical Service,Kota Surabaya,Jl. Kapuas No. 2 Kelurahan Keputran Kecamatan Tegalsari Kota Surabaya Propinsi Jawa Timur ,031-5686161,Organisasi Sosial,D
3515138,RS Umum Aisyiyah Siti Fatimah,Sidoarjo,"JL. Raya Kenongo. no 14. Kel. Kenongo, Kec. Tulangan, Kab. Sidoarjo, Provinsi Jawa Timur",0318851840,Organisasi Islam ,D
3527026,RS Qona'ah,Sampang,Jl. Diponegoro No. 7 Kel Banyuanyar Kec. Sampang,081331166319_,Perusahaan,D
3512035,RS Umum Fatimah Lamongan,Lamongan,Jl. Pahlawan Selatan No. 18,082230832590,SWASTA/LAINNYA,C
3578766,RS Wiyung Sejahtera,Kota Surabaya,Jl. Karangan PDAM 1-3 Wiyung Surabaya,(031) 7532653,SWASTA/LAINNYA,C
3577085,RS Umum Daerah Kota Madiun,Kota Madiun,Jl. Campursari No.12B Madiun,0351-481314,Pemkot,C
3525092,RS Grha Husada Gresik ,Gresik,"Komplek Perum PT Petrokimia Gresik, Jalan Padi No.3, Tlogopojok, Kroman, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61118",,Perusahaan,D
3515143,RS Umum Mitra Sehat Mandiri Sidoarjo,Sidoarjo,Jl. Raya Krian- Mojosari KM 3 Tropodo Krian Sidoarjo,3199891626,SWASTA/LAINNYA,D
3508060,RS Umum Muhammadiyah Lumajang,Lumajang,"JL. Letkol Selamet Wardoyo NO.103 , Kel. Labruk Lor, Kec. Lumajang, Kab. Lumajang, Prov. Jawa Timur",(0334) 8782955,Organisasi Islam ,D
3578812,RS Ibu dan Anak Adi Guna,Kota Surabaya,Jl. Alun-alun Rangkah no. 1-3 kelurahan. Rangkah kecamatan. Tambaksari Kota Surabaya - Jawa Timur kode pos. 60135,082139139082,Perorangan,C
3515106,RS Islam Siti Hajar Sidoarjo,Sidoarjo,Jl. Raden Patah No. 70-72 Sidoarjo,031-8921233,SWASTA/LAINNYA,B
3512037,RS Umum Daerah Asembagus Kabupaten Situbondo,Situbondo,Jl.Raya Asembagus No. 207 RT 002 RW 008 Dusun Wringin Desa Wringinanom Kecamatan Asembagus Kabupaten Situbondo,0338 452193,Pemkab,D
3506064,RS Ibu dan Anak Permata Hati Pare Kediri,Kediri,"Jl. Raya Kediri Nomor 48, Ds. Darungan, Kec Pare Kab Kediri",0354390212,SWASTA/LAINNYA,C
3515126,RS Umum Al-Islam H. M. Mawardi,Sidoarjo,Jl. Kyai Mojo No.12A Jeruk Gamping Krian Sidoarjo,(031) 8973379,Organisasi Islam ,C
3578261,RS Ibu dan Anak IBI Surabaya,Kota Surabaya,"Jl. Dupak No. 15A Surabaya, kelurahan gundih, kecamatan bubutan kota surabaya provinsi jawa timur",031 - 5323837,Organisasi Sosial,C
3510103,RS Al Huda ,Banyuwangi,"Jl. Raya Gambiran No. 225, Desa Gambiran, Kec. Gambiran, Kab. Banyuwangi",(0333) 842034,SWASTA/LAINNYA,C
3511012,RS Bhayangkara Bondowoso ,Bondowoso,"JL. Jend. Pol. Sucipto Judodiharjo No. 12, Kec.  Bondowoso, Kab. Bondowoso",332433431,POLRI,C
3520015,RS Ibu dan Anak Samudra Husada,Magetan,"Jl. Samudra No. 30, Kel. Bulukerto, Kec. Magetan Kab. Magetan",0351-894321,SWASTA/LAINNYA,C
3578603,RS Gotong Royong,Kota Surabaya,Jl. Medokan Semampir Indah No. 97 Surabaya,"5939693, 593969",Organisasi Sosial,C
3578780,RS Orthopedi dan Traumatologi Surabaya,Kota Surabaya,"EMERALD MANSION TX 10 CITRALAND, SURABAYA",031 - 57431574,Perusahaan,C
3513025,RS Ibu dan Anak Fatimah Kraksaan,Probolinggo,"Jl. Letjend Suprapto No. 55, Desa Bulu, Kec. Kraksaan Kab. Probolinggo",(0335) 841993,SWASTA/LAINNYA,C
3524031,RS Umum Muhammadiyah Lamongan,Lamongan,Jl. Jaksa Agung Suprapto No 76 Lamongan,(0322)322834,SWASTA/LAINNYA,B
3504081,RS Umum Prima Medika,Tulungagung,"Jl. Soekarno Hatta, Kutoanyar",355335982,SWASTA/LAINNYA,D
3503022,RS Umum Budi Asih Trenggalek,Trenggalek,"Jl. Mayjend Sungkono Nomor 80 Dusun Cengkong Desa Tamanan, Kecamatan Trenggalek Kabupaten Trenggalek, Provinsi Jawa Timur",355794690,Organisasi Sosial,D
3571147,RS Umum Ratih,Kota Kediri,"Jl. Penanggungan No.32, Mojoroto, Kota Kediri, Jawa Timur ",0354 - 779500,SWASTA/LAINNYA,D
3507070,RS Marsudi Waluyo,Malang,"Jl. Raya Mondoroko Km. 09, Dusun Magersari, RT.03 RW.06, Desa Purwoasri, Kec. Singosari, Kabupaten Malang - 65153",(0341) 458974,Organisasi Protestan,D
3526032,RS Khusus Bedah Al Ishaqiy,Bangkalan,Jl. RE Martadinata No. 34 Bangkalan Provinsi Jawa Timur,(031)3090319,SWASTA/LAINNYA,C
3509032,RS Tk. III Baladhika Husada Jember,Jember,Jl. PB Sudirman No. 45 Jember,0331-484674,TNI AD,C
3516062,RS Islam Sakinah,Mojokerto,"Jl. RA Basuni No.12, Desa Jampirogo, Kecamatan Sooko, Kabupaten Mojokerto, Provinsi Jawa Timur",321922,SWASTA/LAINNYA,C
3517098,RS Bedah Surya Dharma Husada,Jombang,Jl. KH. Hasyim Asyari No. 123 Jombang Jawa Timur,321860777,SWASTA/LAINNYA,C
3502158,RS Umum Daerah Bantarangin,Ponorogo,"Jl. Diponegoro No. 4 Kec. Kauman Kab. Ponorogo
",0352-6603000,Pemkab,D
3513024,RS Graha Sehat,Probolinggo,Jl. Raya Panglima Sudirman No.2 B Kraksaan,0335-846500,SWASTA/LAINNYA,C
3528041,RS Ibu dan Anak Puri Bunda Madura,Pamekasan,Jl. Kabupaten No. 99 Kel. Bugih Kec. Pamekasan,6281214516999,Perorangan,C
3516032,RS Sido Waras,Mojokerto,"Jl. Raya Pasar Sawahan km.10 Kec.Bangsal, Kab.Mojokerto","(0321) 598621,",Perusahaan,C
3578100,RS Umum Adi Husada Kapasari,Kota Surabaya,Jl. Kapasari No. 97-101 Surabaya,031-3764555,Organisasi Sosial,C
3525099,RS Umum Rachmi Dewi ,Gresik,"Jl. Jawa No. 79 - 81, Gresik Kota Baru, Kec. Manyar, Kab. Gresik, Provinsi Jawa Timur 61151",031-3957448,SWASTA/LAINNYA,D
3518011,RS Umum Daerah Nganjuk,Nganjuk,"Jl. Dr. Sutomo 62, Nganjuk",0358-321818,Pemkab,B
3578476,RS Al Irsyad Surabaya,Kota Surabaya,Jl. KHM.Mansyur No. 210 - 214 dan 191 Surabaya,031-3531223,Organisasi Sosial,C
3522047,RS Umum Daerah Sumberrejo,Bojonegoro,"Jl. Raya No. 231 Sumberrejo, Bojonegoro",0353-331530,Pemkab,C
3524050,RS Umum Permata Bunda,Lamongan,Jl. Petro No. 20 Plaosan Kecamatan Babat Kabupaten Lamongan Provinsi Jawa Timur,082142906511,SWASTA/LAINNYA,D
